start,end,N,SS,TajD,FayH,bsfs,FulD,FerL,ZngE,btree,Colless,Omega,path
0,100001.0,50,298,-0.3674761159239598,0.0506339687678093,0.0317980905040112,-0.1107562410207424,0.6403052785126111,-0.7497831095519147,0.541085133007706,0.1065067248273355,0.0662368286346094,3000000
0,100001.0,50,407,0.2180675925996281,-0.0136662885286412,0.1159022290178977,-0.1259048058418314,-0.2437076920322316,0.32621139743889,0.2514287648471694,0.1177293668790267,-0.1053842263925191,3000001
0,100001.0,50,370,0.2684902484515101,-0.0237889622651681,0.0767772217371163,-0.9294161932728768,-0.3583199006486536,0.4524865609885604,0.2005545113870324,0.1221257508851493,0.2664357616640316,3000002
0,100001.0,50,420,0.4632937933461718,-0.0535822790740321,0.1920931482631223,-0.7528994497942544,-0.7250962920939211,0.8749075812554278,0.1325640540522309,0.1229562000238692,-0.0343546317443939,3000003
0,100001.0,50,425,-0.1105857148670785,-0.0433923199528455,0.0049586379434903,-0.4691540854655994,-0.3010482984500286,0.2067830703171717,-0.2631122064821149,0.1390864917395529,-0.1848037669514831,3000004
0,100001.0,50,439,0.0882486503406314,0.0122305652720973,0.1841127486062617,0.1156598798218611,0.0512567329006634,0.0006644195248423,0.1867950722901569,0.1227543503589281,0.2606786661089911,3000005
0,100001.0,50,408,0.1447593725422126,0.0075406424643436,0.1148949822112046,0.2655868352599401,-0.0216716082898542,0.0937394635894461,0.1642777810132233,0.11760552174086,0.1895666057478524,3000006
0,100001.0,50,450,-0.1741685230070739,-0.0171014954373675,-0.187772513426596,0.0652728802651316,-0.0417760822912753,-0.0533936135130159,-0.1810255187071549,0.1335379329396733,-0.0473130521089217,3000007
0,100001.0,50,568,0.0341865209841478,0.0144967013281685,0.2451507307929712,0.3331406634580514,0.1026377846222931,-0.072317625259095,-0.1695982338828626,0.1339738022868722,-0.0120731200367596,3000008
0,100001.0,50,414,-0.2551087984339536,-0.0948929811142618,-1.11425971256957,0.6791029655678865,-0.650233667206687,0.4382381476250702,-0.2304327410550326,0.1270353302611367,-0.3160129051077891,3000009
0,100001.0,50,391,0.0607147879422281,0.0283833227074425,0.1667458330447982,0.3822604847369606,0.2034698585688547,-0.1469997761218075,0.334663378251594,0.1083989433336786,0.1201553029264673,3000010
0,100001.0,50,399,0.321748196034635,0.0162175151502945,0.455795203453163,0.2715524260264466,-0.0527573536102991,0.2123286036386755,0.4311847703371238,0.116061765615337,0.2842561309345733,3000011
0,100001.0,50,522,-0.5372910171147482,-0.0970000721563644,-1.4259871907153845,1.334581312893993,-0.5039064270164141,0.1638299932179567,-0.8238213976445039,0.1633031925641543,-0.2013371328691401,3000012
0,100001.0,50,436,-0.7469647315422784,0.0076677140744201,-0.937121472744943,0.4449123894133659,0.5049809781718416,-0.8286525989224578,-0.0226163265188106,0.1258247017399925,-0.1858480525265656,3000013
0,100001.0,50,491,-0.097223557683001,-0.0106933151222102,-0.1558588679183003,0.4187511766667552,-0.0330812063356734,-0.0212841336599445,0.2939492882233865,0.1207598423984978,0.3068337090044314,3000014
0,100001.0,50,489,0.5661031687466055,0.0549490618285184,1.096821421356389,-0.9302362560497264,0.1307433009823799,0.178180891398366,0.8146985149176764,0.0954081632653061,0.6752158273610885,3000015
0,100001.0,50,348,0.0105466128055052,0.050492825638413,0.2784190994898554,0.8779145371323134,0.4184798348318305,-0.3612418563620733,0.0484779865580587,0.1281839440321583,0.121557560575376,3000016
0,100001.0,50,513,-0.1061687159534324,-0.029616950947214,-0.428811006478852,0.2884543579322051,-0.1879694453257404,0.1098985650742489,-0.5793534069154715,0.1523953921191118,-0.475540222542378,3000017
0,100001.0,50,480,-0.1622595887378479,0.0059019285747459,-0.022381463066552,-0.1755695859535739,0.1456018492045081,-0.2115866745452387,0.096759800645706,0.1286128441013711,-0.106065900897188,3000018
0,100001.0,50,531,0.3726118537534328,-0.0148019807031763,0.083343918132537,-0.2519390908084958,-0.3452403023357388,0.4956564694398376,0.7021453412047894,0.1035136542655339,0.4087252283840419,3000019
0,100001.0,50,455,-0.1001743805367522,-0.0185906041168258,-0.3935234568886445,0.4843109941323703,-0.0979959462375698,0.0341365477672419,-0.1051515146040151,0.1351086776173884,-0.0353908084652375,3000020
0,100001.0,50,495,-0.0324869978692408,0.0111525089386819,-0.1397226697495463,0.3588092378535067,0.1134944955552909,-0.1163287273974898,0.5043583697602095,0.101743999486587,0.3608788436600725,3000021
0,100001.0,50,493,0.1343641517078406,-0.0177110103668945,-0.3804489919688232,0.3134839289581617,-0.2290589333781491,0.2703656796751319,0.2264572373977008,0.1144179894179894,0.0143413778751344,3000022
0,100001.0,50,480,-0.2783439394545437,-0.0487208072809183,-0.3990446085703782,-0.3608507971952051,-0.2477400358448558,0.0732755504705985,0.3443348565951408,0.1132086167800453,-0.1931266444010591,3000023
0,100001.0,50,417,0.3295196309826678,0.0449546105960304,0.7607955900234765,-0.1308105562529378,0.1851444319768892,0.0078846584495659,0.5649972106324899,0.1117797118847539,0.3083315596976533,3000024
0,100001.0,50,446,0.4665412699290454,-0.0017565461832602,0.7414038056075971,-0.5690271875441179,-0.2898541929674709,0.4952320562257568,0.3573313020215914,0.1122743651916212,0.0303598553467096,3000025
0,100001.0,50,383,0.5686454826995203,0.06339475412408,1.4506263156001002,-0.5073133964107011,0.1993467773794296,0.1186870822942681,0.6412350014574065,0.1115578681803847,0.4554069061715636,3000026
0,100001.0,50,433,-0.6532201380131144,-0.032544755808951,-1.3398119092034917,1.326098473022272,0.1102297022826875,-0.4341226562060764,-0.88499269015894,0.1666477702191988,-0.7603371903786682,3000027
0,100001.0,50,459,-0.3065660474026552,-0.0392109790570194,-0.3689426364252253,-0.4848592908625054,-0.1505458794606544,-0.0264879277364583,0.0995285384412986,0.1234444997511199,0.0153237469246042,3000028
0,100001.0,50,430,-0.0804077472714864,-0.0220208183004156,-0.1375770282050079,-0.0541697662709218,-0.1384939659214838,0.0798703413157704,-0.0205675028973883,0.1231859410430839,0.0162538696112795,3000029
0,100001.0,50,496,-0.0590237091827833,-0.0767459601985727,-0.6337520115787876,-0.3061157947827374,-0.6143188196603403,0.5081584233154507,0.1913352041983589,0.1171290124089837,0.0151193274569749,3000030
0,100001.0,50,452,-0.0792175965862843,0.0059989788535334,0.1266187730943366,0.4110190376415317,0.0973780139151394,-0.1263208170977919,0.1045404011571301,0.1228231292517006,0.0020582707662093,3000031
0,100001.0,50,414,0.0652991748906749,0.0469285068641234,0.5782696208582875,-0.7160383874747793,0.3574229897490985,-0.2795870409088483,0.4437743687318737,0.1037528344671201,0.1434965285460954,3000032
0,100001.0,50,459,0.3460952801715837,-0.0189286771320283,0.3548324483965246,-0.5817148222320473,-0.3639968424056127,0.4980557079482621,0.6102028817559347,0.1084983498349835,0.4236883875662329,3000033
0,100001.0,50,441,0.3807048982685478,0.0349477170464277,0.6749026449660592,-1.0084413324794828,0.0707090524096902,0.1347393214336336,0.6161022951188707,0.1020499108734402,0.1993179270838846,3000034
0,100001.0,50,411,-0.0449182110421464,-0.0085208579806152,0.1266223391666278,-0.4089479367681013,-0.0454135815025586,0.0166134164537081,-0.2437225160324295,0.142423383494812,-0.0786326220896255,3000035
0,100001.0,50,394,-0.1798941702697216,0.0302584614680983,0.0753500473707273,-0.8481514735017677,0.3609903963716203,-0.4092483689867767,0.2236795841428032,0.1172657265153252,-0.0529175609154112,3000036
0,100001.0,50,411,0.1674520717423876,-0.0205585213765664,0.1656265604353996,-0.697206769356527,-0.2720564873602007,0.3249412111585733,0.4986801948599572,0.1131237411165583,0.0957207444424732,3000037
0,100001.0,50,521,0.0918723314203603,0.0109583412897499,0.2428231624642144,-0.8765787891048485,0.0385284693609969,0.0137608507589402,0.7981202187813767,0.0995068881824086,0.6934733534543511,3000038
0,100001.0,50,365,-0.5915017985109391,-0.1547411831726606,-2.40972405130084,0.6435832395591653,-0.9545649629420478,0.5314851117166687,0.0307313214601863,0.1241859548697527,0.0508392767730373,3000039
0,100001.0,50,462,-0.3866453428599927,-0.0290599326732722,-0.734087386887403,0.7799511226686361,-0.0175725257760207,-0.184484231651642,-0.2392288657634595,0.1375026573129251,-0.1198831787239918,3000040
0,100001.0,50,400,0.0016885425620008,0.029398770481107,0.1163080843522753,0.9289553627760389,0.2468778420045449,-0.215518738503639,0.4691977482289534,0.1157646048109965,0.454533350754787,3000041
0,100001.0,50,393,0.1379801426715426,0.0621492048945019,0.9100541171397648,-0.01313842866648,0.4426006237832441,-0.3167139790572454,0.3127306574541313,0.1219283631820074,0.0579846441379215,3000042
0,100001.0,50,486,0.0016590737283044,0.0124708492683939,-0.133197281687586,1.0059500280820568,0.1044746640342233,-0.0907517276526753,0.7070410460773702,0.1079808136846971,0.8312858644630499,3000043
0,100001.0,50,401,-0.9059907932998972,-0.0630638602042089,-3.8019342514182783,1.7308011448623335,0.0018532594519833,-0.4693234631267474,-0.4166740971473015,0.1330934159378037,-0.1845277290150117,3000044
0,100001.0,50,546,-0.3998799629133014,-0.105730096728739,-1.4966474160424332,0.2620116572540968,-0.6593202894986183,0.3712101114031298,-0.4177986748990702,0.1432300990571667,-0.2664937321790669,3000045
0,100001.0,50,494,0.3617677269687189,-0.0143738530640787,0.3245884247335163,-0.5640949363589284,-0.3349941172956435,0.4809002242939806,0.3212768010968271,0.1208398157469265,0.3816604374731882,3000046
0,100001.0,50,418,0.4084733675629076,0.0448630978805664,0.684211120271907,-0.9533249861968058,0.1378654903164204,0.0901092516076215,0.7864066280407366,0.1003990705192968,0.4804692487830309,3000047
0,100001.0,50,493,-0.1290501733124687,-0.0280047646520618,-0.4294165594605519,-0.4683394101432129,-0.1607224290016085,0.0741769001213926,-0.0188949905467764,0.1249183079345275,-0.0966630775244766,3000048
0,100001.0,50,367,-0.2692614140420138,-0.0832066120014226,-0.726958714825664,-0.4665284037392068,-0.5420586872329002,0.3361640316302351,-0.0365615324908634,0.1259593581022152,-0.1511383942828313,3000049
0,100001.0,50,480,-0.1559070900667063,-0.0758668649328189,-0.3451448430353775,-0.5152518065632314,-0.5494632213790358,0.4011604456261271,-0.4248469403489141,0.1521891920033319,-0.2983985014621617,3000050
0,100001.0,50,408,-0.0465557149438999,-0.0101811089255133,0.1198156158528641,-1.0773520435240238,-0.0584449625982297,0.0271917470573429,0.0895970726811286,0.1302562233684682,0.0488674269898888,3000051
0,100001.0,50,510,-0.0351449724787186,-0.0008209167261121,-0.2222114089954464,0.1932367369398769,0.0137921333171874,-0.0302810621260056,0.3499408057232895,0.1178495842781557,0.1014608455574136,3000052
0,100001.0,50,396,-0.2199978969871407,0.040663685421614,-0.0188019578929792,0.3733033561375688,0.4723493377220483,-0.5275619228969343,-0.2354231806136597,0.1423478245464852,0.5660349633770702,3000053
0,100001.0,50,411,0.2208387841044277,-0.0037550936327301,0.3165769605122228,-0.8773685397242929,-0.1617673363063865,0.2558332571730002,0.6755537851430059,0.1055772308923569,0.5951964133240766,3000054
0,100001.0,50,494,0.595964876289042,0.0432445878917862,1.3692949894120223,-0.2339896448221754,0.0141708004090711,0.2958749461684875,0.7929449112846878,0.098651720303506,0.6296787536185134,3000055
0,100001.0,50,509,-0.2397329550204529,-0.015243357775962,-0.7498680340712114,0.6370334001040578,0.0124821262656746,-0.1349965845584225,0.3940997147485202,0.1140966538899823,0.3691957536259534,3000056
0,100001.0,50,499,0.6487570083657711,0.0277827374294112,0.9757920911831236,-0.2349640299511621,-0.1477437379763869,0.4651991244313826,0.5298572682637565,0.1123093176664605,0.621224571065917,3000057
0,100001.0,50,454,0.2513658312273817,0.0037932590713715,0.4421078087063461,-0.0295938164326086,-0.1161520905139276,0.2317669993215942,0.1891045608303283,0.1260674482558981,-0.0406237740516981,3000058
0,100001.0,50,536,0.463536347989181,0.0191611744644439,0.6901144403570355,-0.474034061171427,-0.1113829331052383,0.3376498906008116,0.61092268468611,0.1055529354598982,0.3528768668530647,3000059
0,100001.0,50,392,0.0926472309402729,0.0336438772088467,0.5039603455670145,-0.3824523408487317,0.229015114625076,-0.1529092392903893,0.4197439162381045,0.1131681243926141,-0.0903347639471694,3000060
0,100001.0,50,415,0.2468045348888176,-0.0467339194071506,0.2073261442157583,-0.6508810932623894,-0.5396665936087279,0.6005164117882515,0.6907783138748379,0.104906413432425,0.4204131430039552,3000061
0,100001.0,50,452,-0.073918898317978,-0.000732129424217,0.1094555591293759,-0.3429750214975444,0.0373941191045025,-0.0709918973764485,-0.1459486432530937,0.1372321052314731,-0.0847793500941377,3000062
0,100001.0,50,426,-0.5156680902518391,-0.1128830820075129,-1.4321181729074146,0.045780204138847,-0.6488512114518471,0.3024254107178901,-1.2678695059772451,0.1785261977131278,-0.6220332772149931,3000063
0,100001.0,50,380,-0.4528217753658863,0.0096523742931389,-0.5442319234440516,0.6832459221408761,0.3478755747577512,-0.5384960687263711,0.0838720056308344,0.1295449214168426,-0.0223584718755284,3000064
0,100001.0,50,397,-0.6759447802947679,-0.0975576932076409,-1.7059146816774162,0.6997337202857747,-0.4243765209770442,0.0230594877266223,-0.1043068133034454,0.1237461086129367,-0.1987952947978661,3000065
0,100001.0,50,435,0.1564190142251866,0.0120869760947651,0.2269387845143499,-0.5000694350523172,0.0098568260039762,0.0721771514005379,0.1311676329568882,0.1244622849139655,0.1220391688995566,3000066
0,100001.0,50,455,-0.0760346161428671,0.0057441627091509,0.0659379511304143,-1.209194503544369,0.0933559692391552,-0.1211529844730779,0.5144333340898315,0.1068773851003816,0.2720411923738909,3000067
0,100001.0,50,513,-0.1390834656138488,0.009312885686735,0.038790714190496,-0.3185219395690232,0.1608792741243359,-0.2130570900368489,0.1626781392630448,0.121461210746925,0.178352281447091,3000068
0,100001.0,50,494,-0.2098594992070579,-0.0237171993021176,-0.49380775444446,0.5162496541249901,-0.0767912853539039,-0.0412259030190547,-0.0671723300871881,0.1260706555349412,-0.0885400398919191,3000069
0,100001.0,50,408,0.1562554626683722,0.0397725434041396,0.5206358119800375,-0.4240304268183116,0.243403714555712,-0.1326757558761004,0.3659085907640639,0.1186572989851678,0.5324570820983977,3000070
0,100001.0,50,484,-0.3318601624091828,-0.058496156286184,-0.9646313289419516,1.329962438071438,-0.2988655232625088,0.0904179968653692,-0.6523770106661722,0.1419040143529939,-0.3810262425635458,3000071
0,100001.0,50,471,0.4951424641556281,0.0435160368980199,1.054424497748066,-0.5250329824366262,0.0758091156841704,0.1895605425212372,0.1845558020271527,0.1250447547440028,0.0594752922026082,3000072
0,100001.0,50,566,0.174372375777817,0.0075453800915168,0.342982017456563,0.2149165848193256,-0.0390381970244413,0.1245502785893332,0.2891377737030819,0.1122599482270784,-0.0134005556302661,3000073
0,100001.0,50,334,-0.4490597216343346,-0.1223070159958388,-1.2576348974405536,0.1224086131634908,-0.7638742808278548,0.4379391040311847,-0.3973910234039162,0.1499709639953542,-0.2905163034881569,3000074
0,100001.0,50,443,0.0834135421259151,0.0556300891267042,0.7090187976428456,0.5531112213749289,0.4206196168935791,-0.3256519299264387,-0.0702825872062338,0.1367812488123741,0.035910242194625,3000075
0,100001.0,50,381,-0.5094341060732887,-0.0741439174805868,-1.3609535676861395,0.2843234990031251,-0.3247280059046752,0.0217627045667132,-0.1662644386725535,0.1253554331785624,-0.2357816579564827,3000076
0,100001.0,50,368,-0.4547735214968396,-0.0177047701586174,-0.6720845552488534,0.4909183694972396,0.1185678356897683,-0.3384395411702868,-0.1025236341276998,0.1222547661039724,-0.2429007586322722,3000077
0,100001.0,50,504,0.3397685832809842,0.0113819145182396,0.6809139966817657,-0.0299990797803,-0.1041808139783059,0.2671572459919547,0.0317152631584878,0.1228949913298652,0.057461959582062,3000078
0,100001.0,50,462,0.1224182656501094,0.0228912749327687,0.4446617662055747,0.042187264339737,0.1212481319378663,-0.0430185582161013,0.5327825064054384,0.1057796134326746,0.5287205911656534,3000079
0,100001.0,50,463,0.3223994462242154,0.0375591247953676,0.6482530399783719,0.6431305736085293,0.1272799555296688,0.0550839735775077,0.6410813009272088,0.1068937676080533,0.4102154435725454,3000080
0,100001.0,50,388,0.2569301361501482,0.061105732959459,1.3411562404699224,0.9066431984772892,0.3636680160496502,-0.1861499653125135,0.4253702699821937,0.1106717687074829,0.4577110360769088,3000081
0,100001.0,50,435,0.1707364340345333,0.0425178985684191,0.3360178734222018,0.7259465136703855,0.2583330640702519,-0.1382566132835444,0.0976308402162535,0.1264739229024943,0.2010112134763126,3000082
0,100001.0,50,453,0.190963333101103,0.0288477510793526,0.5936201100035279,-0.1532300788269019,0.1311111951017039,-0.0162436946227912,0.4367407311828252,0.1114338042909471,0.2974483627358946,3000083
0,100001.0,50,377,-0.5700206380974203,-0.0057784408550743,-1.310073369598754,0.8718643660419698,0.2868581905562527,-0.5454525596599883,0.6191566935923549,0.0995620470410386,0.4683235045718594,3000084
0,100001.0,50,483,0.4415879107837113,0.0026494919153665,0.5856777950650958,-0.4097739522738283,-0.2380665767836826,0.4371415487794743,0.568743840108052,0.107711219202707,0.3138690706114102,3000085
0,100001.0,50,475,-0.1865178818061036,0.015304820236261,-0.0458404551550827,0.1381005332873984,0.239379709495359,-0.3063470990206972,0.2256526346351766,0.1231704803133374,0.046337760854548,3000086
0,100001.0,50,458,0.0777372180405325,0.0140745529174172,0.3374872057976388,-0.1875232250022264,0.0730809767653438,-0.0238886555404954,0.457714666512183,0.1126314162028447,0.3473773255262364,3000087
0,100001.0,50,480,0.1986228357703424,0.0293478498377116,0.5301667746942854,-0.731413219678468,0.1309714044912753,-0.0121179311703047,0.8129530505973026,0.0975265106042417,0.4704051903321807,3000088
0,100001.0,50,516,0.2797290766667195,-0.0014198839808451,0.2013193320637029,-0.0484760238912406,-0.1770911219688477,0.3000655749698498,0.4818431396427389,0.1120668162552979,0.2581628371397267,3000089
0,100001.0,50,400,0.0505206869101038,-0.0608745362345726,-0.3974870835674231,-0.4406714581260424,-0.5430104550011625,0.5020325157952401,0.0663616351781718,0.1217238429113976,-0.4704781566899283,3000090
0,100001.0,50,500,-0.0910633941496229,-0.0425495794634945,-0.2774566625704801,-0.8341127194011566,-0.306208646172672,0.2214033984485517,-0.0409340589342949,0.130685856432125,0.102902607347098,3000091
0,100001.0,50,455,-0.0543407309606972,0.0054324639574916,-0.0651258957293699,0.2563391002143472,0.077932453116195,-0.0964165988064784,0.1822330942306023,0.11851389491967,0.21503185077693,3000092
0,100001.0,50,413,-0.7656142457219065,-0.0618671645820516,-2.162244996789007,0.9038608412459912,-0.0708650414739118,-0.3332419497336117,-0.2292817663613263,0.131608228397742,-0.4536295938864902,3000093
0,100001.0,50,477,0.2600287713103296,-0.0073477596349458,-0.0745958376873215,-0.9017097468774852,-0.2154792265420819,0.323411860862147,0.6873122994088392,0.1017188428769566,0.4660149109487583,3000094
0,100001.0,50,491,-0.3222708612104729,-0.0616017471799095,-1.0112759489028649,0.6300950193727092,-0.3308624895117941,0.123420255284714,0.0657222064355528,0.1177431705666559,-0.1312999184353115,3000095
0,100001.0,50,488,-0.5631181457294436,-0.0839487933778396,-1.4817209520047412,0.623826352808191,-0.3777312078926431,0.0399441844290191,0.0521130425921359,0.1238298071522187,0.1028505391348428,3000096
0,100001.0,50,332,-0.6357050943247868,-0.0007122418961053,-1.3789964624457365,1.3900804773828856,0.3677345393520169,-0.64959050782477,0.2300020615129913,0.114740461401952,0.0979078859627203,3000097
0,100001.0,50,462,-0.0132988622192315,-0.023914511998729,-0.2260616562479076,0.0101105748471762,-0.1942365192764427,0.163426563304664,0.0135267034981251,0.1182094847508381,0.1462867230372259,3000098
0,100001.0,50,479,0.1105792346043531,0.075849180610172,1.201020336881541,-0.1690564370963302,0.5760315196982123,-0.4478982607982368,0.6178989703603803,0.1030748983010289,0.4627412626790839,3000099
0,100001.0,50,557,0.4347774998667425,0.0184987477703681,0.5440254037678092,0.0852283645240947,-0.1000075896950102,0.312862630736801,0.469979018241423,0.1171442876215906,0.4567354087548152,3000100
0,100001.0,50,542,-0.0219698054017285,-0.0219201421736982,-0.0264820730345902,-0.8063120130768167,-0.1726477994920384,0.1400434635107656,0.3216350927818776,0.1106099257884972,0.1097726491538252,3000101
0,100001.0,50,513,0.1602166056710133,0.0124720271211045,0.2489641134110219,-0.2896183063546786,0.0109947614570011,0.0732684340597576,0.1844961225690863,0.1227197582943792,0.1348125829258633,3000102
0,100001.0,50,504,0.0370240107252229,0.0725722660247737,0.5992944333983162,-0.5006735956915331,0.592122697904963,-0.5000884478848597,0.9846035359428854,0.0965791789352557,0.6777384133419792,3000103
0,100001.0,50,420,-0.1947062766815396,-0.0086838027310856,-0.499050214636054,1.1514057797780033,0.0414459498639935,-0.1368952828192829,0.7049892222743891,0.102000800320128,0.3570028914983377,3000104
0,100001.0,50,435,-0.1541994935997288,0.0078250943503681,-0.3017357101250564,-0.2616774450229036,0.1569436172417579,-0.217259050536954,0.2029312859248987,0.1188726919339164,0.3116222656484872,3000105
0,100001.0,50,537,-0.1992362376025889,-0.0489704840457095,-0.2814501007062072,-0.5345299064556684,-0.297022661483545,0.1573517886557992,0.6051448630096156,0.1052683504340962,0.3411859979667974,3000106
0,100001.0,50,410,-0.25964380398965,-0.013590884493112,-0.5295288173022208,0.7539189921888904,0.0383131216590083,-0.1676520591137019,0.0054125996382861,0.1229947202761701,0.0566436209444099,3000107
0,100001.0,50,397,-0.164685340197192,0.0120458400402877,-0.1351719428921029,0.252195235831874,0.1985346202191087,-0.2590200913287932,-0.2386560572541954,0.1384569700896231,-0.1136365226491873,3000108
0,100001.0,50,498,0.1183351631974205,0.008000371263432,0.1535288406026745,-0.199046991361516,-0.0021418728353216,0.0630991585548801,1.0165455652990898,0.0994347987951399,0.8757453571299112,3000109
0,100001.0,50,393,-0.1275998292607255,-0.0104068981094084,-0.0628269095568196,-0.3521865053864037,-0.0125814487847289,-0.0548286075633441,0.0866791074614153,0.1195396397552731,0.1560764447407224,3000110
0,100001.0,50,418,-0.3578256444834822,-0.0392319833077671,-0.4644786798312962,0.0742208713107622,-0.1201939140509894,-0.0794423825430215,-0.3575823279449342,0.1464207070111281,-0.5759647289490165,3000111
0,100001.0,50,430,0.4587504217990762,0.0169396951048489,0.5973167607140085,-0.4331159548910877,-0.1273571334424276,0.3486453630390001,1.2751437606240916,0.0942009981562718,0.8531741632200044,3000112
0,100001.0,50,506,0.0285414679782663,-0.0039635721226116,-0.2763465227021622,-0.3652224503014615,-0.0503746390977808,0.0589430043843144,-0.1619960463322814,0.1256696979309858,-0.0960698434486269,3000113
0,100001.0,50,411,-0.3525021510806328,-0.0070089603254241,-0.3215618817098021,0.2756667906294097,0.1485324464228687,-0.3122189360270968,-0.1858539720365462,0.1386390714477881,-0.2472513319722781,3000114
0,100001.0,50,493,-0.2625369964846281,-0.0194026652627271,-0.6927430723794998,0.4036943142390891,-0.0092207318650608,-0.1277261157300287,0.2039166530447591,0.120304643596569,0.3399242763398402,3000115
0,100001.0,50,477,0.0258242747399221,0.0280177578372983,0.3115986573649539,0.2480052760894507,0.2216260925845015,-0.1809736315228252,-0.2795624431065265,0.1313468686443649,-0.0470155712519719,3000116
0,100001.0,50,399,-0.0836954888112248,0.0137459522985795,0.0133376374508418,-0.1366479365929466,0.1651835736884084,-0.187987556687568,0.0051724524930932,0.1233423144538714,-0.1985716850306459,3000117
0,100001.0,50,435,-0.2009604647052071,-0.058090457364886,-0.8082251178944171,0.5556665207922331,-0.371992084522536,0.2222817821820162,-0.2309038179806103,0.1362973760932944,0.0789941356570666,3000118
0,100001.0,50,455,-0.1313061691989102,0.0038739701991948,-0.1353009155752393,1.037957022218996,0.1101431498973773,-0.1644416593896272,0.3518931256002067,0.1151808982299387,0.2804057458534104,3000119
0,100001.0,50,403,-0.3912747012061503,0.0177240033629043,-0.1228629783269264,-1.0865445227274348,0.3799106511782967,-0.5349989529178403,0.5999314060573914,0.1055432984004412,0.3731938693233115,3000120
0,100001.0,50,448,0.1849383889692052,-0.0173286731405935,0.2707614835418969,-0.6804233677994506,-0.2553846348536165,0.3194834462971427,0.1809774408542755,0.122030219122825,0.196184758059803,3000121
0,100001.0,50,439,-0.2705216426584139,0.0185843054700548,-0.1586426373670812,0.9930947129647304,0.3163685590115188,-0.417141383551014,-0.2029174272759849,0.1355636782076014,-0.3020463624589763,3000122
0,100001.0,50,424,0.0019503731989337,0.0260283702515183,0.2214604268138296,-0.078212970663649,0.2185102021133547,-0.1905431262368374,0.2569651192928324,0.1176801129808648,0.5868365585715668,3000123
